,title,rating,price,no_of_ratings,product_url,product_description,Manufacturer,asin
180,Kuber Industries Rexine Lightweight Travel Toiletry Bag Shaving Kit with Carrying Strap (Grey) 54KM4283,4.1 out of 5 stars,1499,17,https://www.amazon.in/Kuber-Industries-Lightweight-Toiletry-Carrying/dp/B0B45QRYHY,"Ergonomically Designed , Spacious with Multiple Compartments & Pockets , Intuitive Access , Cushioned Back Panel & Shoulder Straps , Lightweight    Bartacked Load Points , Water Resistant Fabric , Heavy Duty Long Lasting Zippers    Outer material type, Polyester    Item Package Weight , 560.0 grams",RetailEZ Pvt Ltd,B07CJCGM1M
181,Nivia 6852BK Polyester String Bag (Black),4.1 out of 5 stars,244,101,https://www.amazon.in/Nivia-6852BK-Polyester-String-Black/dp/B07NNDWGYC,"Care Instructions, Dry Clean Only    This having two small front zippered pockets suitable for keys/napkins etc.    This backpack is made of polyester fabric and is treated to make it water-resistant.    One back pocket for passport/mobile.    This fanny pack has a huge main compartment suitable for a wallet, small notepad, pen, sunglasses& other belongings.    This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. Comes with The F Gear promise of quality and durability.",RetailEZ Pvt Ltd,B07CJCGM1M
182,SAFARI 15 Ltrs Denim Blue Casual/School/College Backpack (DAYPACKNEO15CBDNB),4.0 out of 5 stars,303,"12,158",https://www.amazon.in/SAFARI-Denim-Casual-Backpack-DAYPACKNEO15CBDNB/dp/B07NSC4SL5,"This having a small front zippered pocket & two side zippered pockets suitable for keys/napkins etc.    This backpack is made of polyester fabric and is treated to make it water-resistant.    One back pocket for passport/mobile.    This fanny pack has a huge main compartment suitable for a wallet, small notepad, pen, sunglasses& other belongings and the top hood consists of drawstring closure for keeping flashlight etc.    This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap & molle loops for hanging key chains, bottles etc. Comes with The F Gear promise of quality and durability.",RetailEZ Pvt Ltd,B07CJCGM1M
183,"Gear Alphamount 45L Water Resistant Trekking Travel Rucksack for Men,Women - Black Yellow",4.0 out of 5 stars,499,319,https://www.amazon.in/Gear-Alphamount-Trekking-Black-Yellow-RKSALPAMT0112/dp/B097KFYPCG,Leather material red colored shoulder bag    21.5 centimeters height x 21 centimeters length x 8 centimeters width    1 compartment and 2 pockets    1 year domestic warranty against manufacturing defects    Do not expose to extreme heat,Cocoblu Retail,B07CJCGM1M
184,F Gear Lattitude Blue Navy Orange Sports Waist Bag (3686),4.3 out of 5 stars,849,153,https://www.amazon.in/F-Gear-Lattitude-Blue-Navy-Orange-Sports-Waist-Bag/dp/B08NYH3WJD,"Outer Material, Polyester, Color, Black    Vault Anti Theft Backpack with Lock and USB and RFID    USB port; Number of compartments, 1    Laptop Compatibility, Yes, Laptop Size, 17 inches    Age Range Description, Adult; Pocket Description, Utility Pocket; Style Name, Casual Backpack; Closure Type, Zipper    Anti Theft,Fixed Combination Lock",RetailEZ Pvt Ltd,B07CJCGM1M
185,F Gear Trail Sports Waist Bag (Marpat ACV Camo),4.4 out of 5 stars,449,933,https://www.amazon.in/F-Gear-Trail-Marpat-ACV-Camo/dp/B08NYJGHM6,"Closure, Zipper    Innovative Design, Utility of a Messenger Bag with Convenience of a Laptop Sleeve. Built with Spill Resistance Nylon Material which is waterproof, Premium and YKK Two Way Zipper Closure, with comfortable handle on top.    Convenient, Comfortable and Elegant, Two Front Zipper Pocket to organize accessories has ample storage for your Power bank, Phone, charger, Tabs, cable, Pen, Notebook, Keys, etc. Comes with Adjustable & Removable Shoulder Strap for easy portability & Handle at top.    A much Safer Way to Carry Laptop, The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop with extra compartment with Nylon Fastener protection.    COMPATIBLE for all the major brands of 15.6-Inch Laptops.    Designed for most 15.6-Inch Laptops and Ultrabook’s, Maximum Fit Size (Dimension 40 x 11 x 35 Cm), Super Light Weight, 650 Grams, and easy to use, practical design and exquisite workmanship.",Appario Retail Private Ltd,B07CJCGM1M
186,Isle Locada by Hidesign Women's SLING BAG(BORDEX/MARSALA),4.1 out of 5 stars,560,142,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Shoulder/dp/B07Z5BYH24,"ANTI-THEFT BACKPACK -This Backpack apply anti-theft design techology .Zipper of main pocket is fully hidden in the back of this bag ,no theft will easily open your backpack .This is super good for travel ,work or school    USB CHARGE PORT AND WATER REPELLENT FABRIC- External USB with built-in charging cable offers a convenient charging of your electronic device anywhere, and this bag do not include a battery, you need a power bank to charge it    MULTI-COMPARTMENT BACKPACK - Large main compartment, equip with varies function pockets for pens ,phone ,wallet and 15.6 inches laptop    NIGHT SAFETY BACKPACK - There is a Reflective Stripe on the front of the bag which makes this backpack more conspicuous in the night. This is a safe backpack for you to walk in the night    SIZE AND CAPACITY - Size ,11.02 X 4.92 X 17 inches. If you have any problems with our backpack, please feel free to to CONTACT US",Storescent®,B07CJCGM1M
187,"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)",4.0 out of 5 stars,2999,783,https://www.amazon.in/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N,Best alternative for conserving the environment,RetailEZ Pvt Ltd,B07CJCGM1M
188,"AirCase Laptop Messenger Bag Case Cover Pouch for 13.3-Inch, 14-Inch, 15.6 -Inch Laptop Bag for Men & Women",4.1 out of 5 stars,1197,481,https://www.amazon.in/AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V57FMBH,2 Compartment with laptop sleeve (Up to 18 inch) with comprehensive pen-accessories organizer and one mesh zip pocket.    2 Exterior Pockets and 2 side mesh bottle holder. Adjustable shoulder strip    Adjustable Shoulder Strip    Foam Padded Straps    Size-(Hxlxw) Cm-(46x34x18) Cm,RetailEZ Pvt Ltd,B07CJCGM1M
189,"Oscaurt Travel Laptop Backpack, Business High School College Bookbag,Slim Daypack for Women & Men Fit 15.6 Inches Laptop",4.5 out of 5 stars,1199,882,https://www.amazon.in/Anti-Theft-Backpack-Business-Charging-Student/dp/B07RSJNNZS,"【DIY Crossbody Bag】Rich color label patterns give the bag unique freedom, go out at any time with fashionable satchel bag. It can hold cell phones, small toys, candy, credit card, etc.    【Special Designs】Shoulder Camera Bag have large capacity, easy zipper closure, adjustable shoulder strap freely. Crossbody Purse with 6pcs Carton Tag    【Safe Material】The soft and environmentally friendly material is made of PVC+EVA+Polypropylene Webbing. Comfortable hand feel with fine surface workmanship, durable and dirt-resistant.    【Top Gifts for kids】Perfect for 3 + years old boys, girls, niece, granddaughter, grandson,etc. Nice xmas gifts, birthday gifts for kids, best birthday presents and Christmas gifts for kids.    Durable and Dirt-resistant, Cute Shoulder Handbag are easy to clean and durable. If the chocolate and ice cream dirty the bags, don’t worry, take one wet cloth and wipe it away and do not need to wash.(Attention, Please do not scratch the surface of the bags with sharp object.",Farraige Official,B07CJCGM1M
190,Shalimar Reusable Grocery/Multipurpose Bags (Blue/Green) (16 x 15 x 5 Inch) - Pack of 2,4.4 out of 5 stars,48,795,https://www.amazon.in/Shalimar-Reusable-Grocery-Multipurpose-Green/dp/B097J7KCL4,Leather material red colored sling bag    15.2 centimeters height x 21.5 centimeters length x 5.8 centimeters width    Zip closure    2 compartments and 1 pocket    1 year domestic warranty against manufacturing defects,Cocoblu Retail,B07CJCGM1M
191,F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag,4.7 out of 5 stars,1139,20,https://www.amazon.in/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C,"Made from Polyster material with light weight. Capacity 30 ltrs. Demension (LxWxH) (13x6.5x19) inch.; 2 Spacious compartments for your notebook, Book, Files, Documents with front pocket organizer in which Pen, Mobile, Keychain, Wallet, Pen drive and other little accessories can easily carried out. Side pocket can hold 1 ltr water bottle.     Back compartment is well consigned laptop compartment with padding for up to 15.6” laptop. Cushioned laptop compartment provide premium comfort and securable for your laptop.     Featuring well cushioned padded handles & shoulder strap. Excellent and stylish designing with light weight. Easy to carry with spacious & enough for your daily use.     Used for – Laptop Bag, 15.6” laptop bag, Laptop bag pack, Laptop bags for men and women, school bags, collage bags, casual bag, bagpacks, tuition, office as well as your daily use.; Age Range Description, Adult     Water Resistance Level, Water Resistant; Pattern Name, Solid",GT Gloptook. and Delivered by Amazon.,B07CJCGM1M
192,Farraige® Cartoon Soft Silicone Bag Crossbody Shoulder Bag Purse Waterproof Anti Fall Stationery Storage Bag Handbag Sweet Birthday Gift for Children Students Girls,4.3 out of 5 stars,598,152,https://www.amazon.in/Farraige%C2%AE-Silicone-Crossbody-Waterproof-Stationery/dp/B0B4G8W6MQ,"Cricket Kit Bag for storing and carrying around cricket gear and other essentials    Made using water-resistant polyester fabric on the outside and polyester fabric on the inside    High-quality zipper tested for 500 cycles for smooth opening and closing mechanism    Has undergone 19 product tests to ensure sturdiness and durability    Provision of a side compartment to specifically accommodate a long cricket bat    Consists of one compartment on the front and side each for smaller items such as mobile and keys    Comprises ample space to carry two sets of racquets, padded gloves, leg guards, helmet, cricket balls, extra pair of clothes, shoes, water bottle, fitness accessories such as bands, grips, and more",RetailEZ Pvt Ltd,B07CJCGM1M
193,Isle Locada by Hidesign Women's SLING BAG(MARSALA),3.4 out of 5 stars,1599,629,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07T22KS9F,"Outer Material, Nylon, Color, Typo_Blk    Capacity, 35 liters; Dimensions, 7.5 inches x 12.5 inches x 18.5 inches (LxWxH)    Number of compartments, 2    Warranty type, Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase",E.V.A.N,B07CJCGM1M
194,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),4.4 out of 5 stars,599,38,https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794,"🎒 HIGH QUALITY MATERIAL, The Jaspo skate bag is made of 1200D nylon fabric and strengthen framework, provided strong tear and deformation resistant. Skate bag comes in size (11 x 5.5 x 15 inch) weight 300gm. Ideal for storing Skates + Protective Gear (knee guard, elbow guard +wrist guard) & Adjustment key.    🎒 PADDED SHOULDER STRAP, Possessing an EVA padded mesh back panel, it can keep the boots from jabbing you in the back. The padded backpack straps with adjustable system never dig into the shoulders and it manages to stay put against your back regardless of how much you’re moving around, allowing the ski boot bag to be taken from place to place with general ease.    🎒 LARGE CAPACITY, Big enough to hold a pair of quads (traditional) skates or a pair of small inline skates, without being too big to actually carry. The perfect size for a trip to the rink or park.    🎒 COMPARTMENT, 1 large zippered pocket + 1 front zippered pocket for carry accessories for easy access and + 2 side mesh pockets for towel & sipper.    🎒 USAGE, Ideal for storing skates/ skating helmets, protective gear, adjustment keys and other accessories. Unisex bag, it can also be used for carrying other products like books, toys, games or any other kids’ sports stuff",JASPO INDUSTRIES,B07CJCGM1M
195,"Amazon Brand - Solimo Cricket Kit Bag, Black",4.3 out of 5 stars,899,340,https://www.amazon.in/Amazon-Brand-Solimo-Cricket-Black/dp/B08J8L13V5,"PREMIUM QUALITY MATERIAL - This cross body sling pouch is manufactured with high grade nylon keeping in mind the rough usage of an everyday carry bag. Consisting of premium quality stitching and heavy-duty zippers, this bag ensures long lasting durability & strength. With padded panels, cross body string and light weight, this bag proves to be ergonomically superior than other available options.    MINIMALISTIC DESIGN, Designed with high utility and minimalism, this bag is very compact yet spacious enough to store your mobile phone , charger, wallet, bills, lipstick etc. The small front pocket is designed to keep handy things while you are on the go like bills, currency notes etc. Apart from this, there is one main zipped compartment along with a inner slip pocket.    WATER & DIRT RESISTANT , This bag by Dein Kleider is ideal for people who are always on the go. Its storage is resistant to water and dirt. This bag is durable and heavy duty.; CRAFTED IN INDIA , Dein Kleider sling pouch is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Be Indian, Buy Indian. Dimensions, 19 x 13 x 2 cm, Weight, 57 Grams.    QUALITY CONTROL, All Dein Kleider bags go through multiple levels of stringent quality control, so that you can rest assured for the product that will get delivered to you will be in the perfect condition.    Occasion Type, Casual",Dein Kleider,B07CJCGM1M
